Name,Symbol,Website,Description,Sector,Industry,Beta,Dividend Rate,Earnings Growth,Revenue Growth,Shares OutStanding,EPS (trailing),Market Cap,52 Week Low,52 Week High,PEG ratio,Latest date_only,Latest Close,Latest Volume,Latest Close_ema_12,Latest Close_ema_26,Latest macd,Latest macd_ema_9,P/E ratio,Close_change_1d,Volume_change_1d,macd_change_1d,macd_ema_9_change_1d,Close_change_5d,Volume_change_5d,macd_change_5d,macd_ema_9_change_5d,Close_change_1m,Volume_change_1m,macd_change_1m,macd_ema_9_change_1m,Close_change_3m,Volume_change_3m,macd_change_3m,macd_ema_9_change_3m,Close_change_6m,Volume_change_6m,macd_change_6m,macd_ema_9_change_6m,Close_change_1y,Volume_change_1y,macd_change_1y,macd_ema_9_change_1y,PE 40th Percentile,PE Median,PE 60th Percentile,created_on
BASF India Limited,BASF.NS,https://www.basf.com/in,"BASF India Limited provides chemicals, materials, industrial solutions, surface technologies, nutrition and care, and agricultural solutions in India. Its Agricultural Solution segment offers crop protection products, such as insecticides, herbicides, fungicides, and plant growth regulators, as well as seed treatment solutions . The company's Chemicals segment provides petrochemicals, including oxo-alcohols, acrylic acid, acrylic monomers, superabsorbents, and specialty plasticizers; and intermediate chemicals for pharmaceuticals, agrochemicals, coatings, food and feed, flavor and fragrance, surfactants, rubber chemicals, textiles, personal care, adhesives, dyes, etc. Its Materials segment offers performance materials, such as polyurethane, and engineering and specialty plastics; and monomers comprising basic raw materials for polyurethanes, inorganics, and polyamides, as well as its precursors. The company's Industrial Solutions segment provides dispersions, resins, additives, and performance chemicals for paints and coatings, construction, paper, adhesives, automobile, printing, and packaging industries. Its Surface Technologies segment offers catalysts and coatings. The company's Nutrition & Care segment provides solutions to customers in personal care, home care and institutional cleaning, and industrial formulation segments; and products for human nutrition, animal nutrition, pharma solutions, and aroma ingredients. It also exports its products. The company was incorporated in 1943 and is based in Navi Mumbai, India. BASF India Limited is a subsidiary of BASF SE.",Basic Materials,Specialty Chemicals,0.097014,8.0,-0.45,-0.033,43285000,94.07,111413420032,2193.0,3526.1,Not Found,2023-07-10,2620.300048828125,27308,2597.825784547377,2570.7941918108227,27.031592736554558,30.963474642415825,27.8548,1.28,138.77,0.12576130784282213,-0.9829704764653187,-0.06,100.35,-6.664946029777639,-3.9099043456666607,2.41,68.18,-13.51749303279712,-7.08065068958863,12.77,135.45,42.06155637006805,55.982109662665536,-4.64,192.91,10.995407883696771,17.737378923206293,-1.26,219.47,-4.1215375758883965,9.885429680178465,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Berger Paints India Limited,BERGEPAINT.NS,https://www.bergerpaints.com,"Berger Paints India Limited manufactures and sells paints for home, professional, and industrial users in India and internationally. The company offers interior wall coatings, including designer finishes, interior emulsions, ceiling paints, and distempers; exterior wall coatings comprising exterior emulsions and exterior cement paints; exterior texture; self-painting, repair, enamel paint, glow in the dark, wall stencil, wall stickers, multipurpose seal tapes, and enamel spray kits; metal, glass, and wood finishes; and undercoats, such as putty, interior, exterior, and metal primers. It also provides waterproofing solutions; construction chemicals, flooring compounds, bitumen and coal tar-based products, sealants and adhesives, protective and anti-corrosive coatings; powder coatings; GI and automotive coatings; lacquers; and various sanitization products. The company was formerly known as British Paints (India) Limited and changed its name to Berger Paints India Limited in December 1983. Berger Paints India Limited was incorporated in 1923 and is based in Kolkata, India. Berger Paints India Limited is a subsidiary of U.K. Paints India Private Limited.",Basic Materials,Specialty Chemicals,0.32327,3.2,-0.158,0.117,971348992,8.87,650026745856,527.15,710.3,Not Found,2023-07-10,666.6500244140625,481444,672.8953267366207,665.1782006172969,7.717126119323893,10.15313538771333,75.1578,-0.92,-55.68,-1.253255416933598,-0.6090023170973602,-1.24,1.25,-3.6502806695083336,-2.2162314233671694,2.93,-66.87,-2.842903981594759,-1.167965205291349,11.99,44.84,4.236576717951152,7.198481192310949,17.23,9.14,17.49337951773839,18.298057871863676,12.5,-40.66,12.434362793648802,18.493488052357456,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Bhageria Industries Limited,BHAGERIA.NS,https://www.bhageriagroup.com,"Bhageria Industries Limited manufactures and sells dyes, dye intermediates, and basic chemicals in India. The company is also engaged in the generation and distribution of solar power, and EPC contracts. It exports its products to South Korea, Japan, Taiwan, China, Germany, the United States, and other European and African countries. The company was formerly known as Bhageria Dye Chem Limited and changed its name to Bhageria Industries Limited in August 2015. Bhageria Industries Limited was incorporated in 1989 and is based in Mumbai, India.",Basic Materials,Specialty Chemicals,0.612957,4.0,-0.725,-0.183,43644200,3.43,6873961472,112.35,209.0,Not Found,2023-07-10,158.85000610351562,16857,153.177976085321,146.5294394852313,6.648536600089699,5.680882854027435,46.312,-0.22,-62.39,0.04563285566351283,0.24191343651556707,3.42,-22.69,1.2846137697515587,1.4265389888924336,15.36,-35.27,5.1158852408518385,5.535698930291762,20.48,49.4,7.952702277366427,7.991358959929155,-2.1,102.44,7.77443069625815,7.087326981649474,-9.12,-13.31,12.809006277014163,13.754877247714575,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Binani Industries Limited,BINANIIND.NS,https://binaniindustries.com,"Binani Industries Limited, together with its subsidiaries, provides media and publication services in India and internationally. It operates through Media, Logistics, and Zinc and by Products; and Other Products segments. The company engages in the publishing of newspapers, journals, and periodicals; construction of hospitals, hostels, university buildings, bridges, and other projects; and manufacture of clinker/cement, zinc, sulphuric acid, and cadmium. It is also involved in the cement, glass fiber, and infra business; civil construction; engineering, procurement, and construction (EPC) works, as well as captive projects and outside contracts; and provision of consultancy services. Binani Industries Limited was founded in 1872 and is based in Mumbai, India.",Basic Materials,Specialty Chemicals,-0.668928,Not Found,Not Found,0.046,31366200,-48.05,533225408,5.55,35.6,Not Found,2023-07-10,17.649999618530273,7058,18.388843792154134,19.381494583072687,-0.9926507909185531,-0.9723350836540929,-0.3673,-1.67,-70.9,0.004184292868146144,-0.0050789268161151035,-3.55,-53.68,0.03889624741570685,-0.06257129493354696,-15.75,-49.37,-0.7075166721442834,-0.8918222124720099,-27.81,-96.21,-3.578811610209822,-4.612408564277061,54.82,-51.08,-0.9926507909185531,-0.9723350836540929,54.82,-51.08,-0.9926507909185531,-0.9723350836540929,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Bodal Chemicals Limited,BODALCHEM.NS,https://www.bodal.com,"Bodal Chemicals Limited manufactures and sells dyestuffs, dyes intermediates, and other chemicals in India. The company's dye intermediates primarily include vinyl sulphone ester, ortho anisidine vinyl sulphone, meta ureido aniline, H. acid, Bronner's vinyl sulphone, vinyl sulphone paracresidine base, 6-nitro 1-diazo-2naphthol 4-sulphonic acid, sulpho para vinyl sulphone, sulpho tobias acid, vinyl sulphone ester of 2:5 di methoxy aniline, sulpho ortho anisidine vinyl sulphone, F.C. acid, 1:2:4 diazo, Kacid, benzedine di sulphonic acid, benzanilide vinyl sulphone, and gamma acid. It also provides reactive, acid, and direct dyes for textile, leather, and paper industries; and sulphuric acid, chloro sulphonic acid, liquid SO3, oleums, beta napthol, linear alkyl benzene sulphonic acid, and acetanilide that are used as raw materials for the production of dye intermediates. Bodal Chemicals Limited also exports its products. The company was formerly known as Dintex Dyechem Limited and changed its name to Bodal Chemicals Limited in May 2006. Bodal Chemicals Limited was incorporated in 1986 and is headquartered in Ahmedabad, India.",Basic Materials,Specialty Chemicals,0.851763,0.8,-0.913,-0.348,125790000,3.03,9264434176,54.95,104.95,Not Found,2023-07-10,74.55000305175781,181574,74.90859548660073,73.20376889313692,1.7048265934638067,1.8496381497117946,24.604,-1.71,-18.58,-0.17289735720656552,-0.03620288906199676,-3.56,-91.88,-0.1705299988176705,0.02503802818935097,11.43,72.09,1.823317400008193,1.9731504558505164,12.44,-65.54,2.563287505656106,3.6695788062472525,-4.85,68.88,2.164389540821219,2.4797598564284424,-14.01,-37.06,3.9470002762912912,5.007260145809169,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Camlin Fine Sciences Limited,CAMLINFINE.NS,https://www.camlinfs.com,"Camlin Fine Sciences Limited, together with its subsidiaries, engages in the research, development, manufacture, and marketing of specialty chemical, ingredients, and additive blend products in India and internationally. It offers shelf-life solutions, which include antioxidants comprises Tertiary Butyl Hydroquinone, Butylated Hydroxy Anisole, and Ascorbyl palmitate; and mold inhibitors, preservatives, acidifiers, antibacterial agents, toxin binders, pellet binders, and growth promoters, as well as plant-based antioxidants, such as mixed tocopherols, green tea extract, rosemary extract, and acerola extract that are used to enhance the shelf life under the Xtendra and NaSure brands. The company also provides aroma ingredients, including vanillin and ethyl vanillin; pharmaceutical and nutraceutical products from fermentation and plant extraction sources; and performance chemicals, such as hydroquinone and catechol. Its products are used in food and beverage, pet food and animal nutrition, rendering, aqua culture, petrochemical, pharmaceutical, agrochemical, dyes and pigment, biofuel, aroma technical, fragrance, and flavor industries. The company was formerly known as Camlin Fine Chemicals Limited and changed its name to Camlin Fine Sciences Limited in August 2011. Camlin Fine Sciences Limited was founded in 1931 and is headquartered in Mumbai, India.",Basic Materials,Specialty Chemicals,1.124151,Not Found,-0.493,0.096,167352000,3.35,26156939264,109.65,180.0,Not Found,2023-07-10,158.85000610351562,273537,162.41700841844073,164.46304327168147,-2.046034853240741,-1.4337087610821444,47.4179,-1.85,-24.62,-0.1995029019876995,-0.1530815230396494,-2.9,-34.48,-0.9703139097105975,-0.8377306328952918,-4.13,55.27,-2.5530066660295176,-2.95122696517361,2.78,-70.89,-1.8485174974415202,1.1373085822890239,2.88,46.14,-4.642245320569458,-2.807557986148356,46.07,184.01,-0.8102589289499065,0.26218234833673937,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Chembond Chemicals Limited,CHEMBOND.NS,https://www.chembondindia.com,"Chembond Chemicals Limited manufactures and sells specialty chemicals in India and internationally. It offers boiler water treatment chemicals, membrane treatment chemicals, raw water and effluent treatment polymers, and defoamers; and chemical, equipment, and bio-remediation solutions for steel, power, refining, fertilizer, paper, chemical, and petrochemical industries, as well as for food, pharmaceutical, beverage, cement, institutional, and small industrial segments. The company also provides construction chemicals that are used in the construction and civil repair industry; and metal treatment chemicals, automotive sealants, engineering adhesives, industrial coatings, and paint shop solutions and products, as well as industrial maintenance, repair, and overhaul services for surface treatment, bonding and sealing, and coatings in the industrial sectors. In addition, it offers animal nutrition products, such as bio-security products, vitamins and minerals for supplementing poultry and dairy diet, enzymes, and probiotics; enzymes for use in textile processing and distillery applications; and bio-augmentation and customized products. Further, the company provides specialty polymer products that are used in industries and everyday life; adhesives and industrial sealants; and industrial cleaning and hygiene products and solutions to the food processing, alcoholic and non-alcoholic beverage, and dairy markets. Additionally, it distributes specialty chemicals for construction chemical, paints and coatings, water treatment chemicals, and paper chemical manufacturers, as well as automotive sealant systems suppliers; and agrochemical, ink, sugar mill, leather, and textile industries. The company also offers its products through an online store. Chembond Chemicals Limited was founded in 1973 and is headquartered in Navi Mumbai, India.",Basic Materials,Specialty Chemicals,0.593622,3.0,3.894,0.292,13448300,18.34,5671820288,153.4,445.0,Not Found,2023-07-10,419.75,33600,417.6148908395612,400.5700928545324,17.044797985028822,19.385309638732576,22.8871,-2.04,-49.68,-1.1461909061031292,-0.5851279134259357,0.6,1.24,-2.5709160883863547,-2.6017285323478703,8.8,-10.03,-7.522046683981614,-4.334201018001519,54.06,71.86,14.351258204042153,20.961346270111104,68.0,70.24,16.817126291118086,18.29899202310519,145.32,73.72,16.871756619984296,20.67093154859175,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Chemcon Speciality Chemicals Limited,CHEMCON.NS,https://cscpl.com,"Chemcon Speciality Chemicals Limited engages in the manufacture and sale of pharmaceutical intermediates, silanes, and oilfield chemicals in India. It offers oilfield chemicals, including calcium bromide liquid, calcium bromide powder, sodium bromide solution, and zinc bromide solution; pharmaceutical chemicals, such as hexamethyl disilazane, chloromethyl isopropyl carbonate, trimethyl chlorosilane, and hexamethyl disiloxane; and Silanes comprising hexamethyl disilazane, trimethyl chlorosilane, and hexamethyl disiloxane, as well as provides contract manufacturing services. The company also exports its products to United States, Italy, South Korea, Germany, the People's Republic of China, Japan, the United Arab Emirates, Serbia, Russia, Spain, Thailand, and Malaysia. The company was incorporated in 1988 and is based in Vadodara, India.",Basic Materials,Specialty Chemicals,-0.493609,8.0,-0.508,-0.113,36630700,15.04,9826185216,221.0,477.95,Not Found,2023-07-10,275.1000061035156,23201,276.2386665992741,274.5830150490889,1.6556515501852118,1.5961244111469648,18.2912,-0.83,-14.91,-0.248388465401149,0.014881784759561922,-1.52,-58.79,0.0640912086872163,0.4727691433365686,3.11,-28.32,1.6645920574197817,0.19833772599507427,9.8,-45.16,8.636101135106912,9.79660129187985,-3.34,-46.42,8.840994592659229,10.065069887000885,-14.51,-96.21,-2.212119549424699,1.6064571199638475,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Chemfab Alkalis Limited,CHEMFAB.NS,https://chemfabalkalis.com,"Chemfab Alkalis Limited manufactures and sells inorganic chemicals in India and internationally. It operates through Chemicals and Related Products/Services; and PVC-O Pipes segments. It offers caustic soda lye and flakes, liquid chlorine, hydrogen gas, hydrochloric acid, and sodium hypochlorite/bleach liquor products, as well as industrial grade and edible salt products. The company was formerly known as Teamec Chlorates Limited and changed its name to Chemfab Alkalis Limited in July 2017. Chemfab Alkalis Limited was founded in 1985 and is based in Chennai, India.",Basic Materials,Specialty Chemicals,0.082089,1.25,0.185,-0.168,14192700,43.44,4403467776,165.0,476.55,Not Found,2023-07-10,318.25,21454,321.29075521123116,319.73096191901317,1.5597932922179893,2.9499204733238567,7.3262,-1.15,42.15,-0.43438763033918804,-0.3475317952764665,-3.11,-65.45,-0.9690069644755681,-1.9074596180740344,-4.53,-2.32,-11.833710906847273,-10.23913577051569,21.19,10.41,3.753249937090658,10.5442210106977,13.68,110.05,9.420748634375059,12.108637918176175,85.84,222.91,3.9375777690562472,7.566762494578123,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Clean Science and Technology Limited,CLEAN.NS,https://www.cleanscience.co.in,"Clean Science and Technology Limited engages in the research, development, manufacture, and marketing of specialty chemicals in India and internationally. The company offers anisole, mono methyl ether of hydroquinone, guaiacol, 4-methoxy acetophenone, butylated hydroxy anisole, veratrole, L-ascorbyl palmitate, N,N'-dicyclohexylcarbodiimide, tertiary butyl hydroquinone, para benzoquinone, 2,5-di-tertiary butyl hydroquinone, and para di-methoxy benzene (1,4-DMB). It serves consumer and industrial markets. The company was incorporated in 2003 and is based in Pune, India.",Basic Materials,Specialty Chemicals,Not Found,5.0,0.291,0.06,106239000,27.61,139114659840,1227.1,1980.0,Not Found,2023-07-10,1353.5,60566,1374.2602510550207,1386.6235689002042,-12.363317845183474,-13.378918355243766,49.0221,-0.47,-64.25,-1.1247055888966315,0.25390012751507207,-3.52,-15.36,-0.26586272213103257,4.451465929475827,-1.72,-83.82,3.9194642449554067,-6.211961856978162,-3.47,49.49,4.293974920653454,13.710037177707495,-7.31,206.54,3.4401229383904592,3.8977205697533286,-10.13,-71.09,42.03897749326097,53.48633501433585,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
DCM Shriram Limited,DCMSHRIRAM.NS,https://www.dcmshriram.com,"DCM Shriram Limited, together with its subsidiaries, engages in chloro-vinyl, sugar, agri-input, and other businesses in India and internationally. The company operates through Chloro-Vinyl, Sugar, Shriram Farm Solutions, Bioseed, Fertilisers, Fenesta Building, and Others segments. It manufactures and sells urea; caustic soda lye and flakes, and chlorine; sugar, ethanol, and Bagasse based cogen power plants; plant nutrition solutions, crop care chemicals, and hybrid seeds; caustic soda, chlorine, hydrogen, stable bleaching powder, calcium carbide, PVC resins, and aluminum chloride; and UPVC and aluminum windows and doors. In addition, the company sells fuel comprising petrol and diesel; and cement related products. DCM Shriram Limited was incorporated in 1989 and is based in New Delhi, India. The company is a subsidiary of Sumant Investments Private Limited.",Basic Materials,Specialty Chemicals,0.490841,18.9,-0.535,-0.027,155942000,58.53,139825397760,730.2,1121.0,Not Found,2023-07-10,910.2999877929688,341822,892.2913209115316,879.0898062098883,13.201514701643305,12.764098264564405,15.5527,1.85,1337.68,0.7774885427057825,0.10935410926972544,1.83,498.51,-2.0670284002226254,0.460681317853167,4.11,548.21,3.909718633341072,4.182186785563447,8.72,354.7,25.758661571706625,30.668670299840336,2.43,1715.98,17.816515779137376,22.20309300706696,-6.68,294.78,18.891568838911212,24.69626609656155,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
DIC India Limited,DICIND.NS,https://www.dic.co.in,"DIC India Limited engages in the manufacture and sale of printing inks in India. The company operates in two segments, Inks and Lamination Adhesives. It offers news, offset packaging, reverse lamination, liquid printing, ultraviolet and water based flexographic, MO free, ultraviolet curable, metachromic, coin mark, thermochromic, tagged, and metal decorating inks. The company also provides aqueous, barrier, and ultraviolet coatings; and lamination and solvent based adhesives. It serves newspapers, magazines, conversion agents, and printing and packaging industries. The company was formerly known as Coates of India Limited and changed its name to DIC India Limited in August 2004. DIC India Limited was incorporated in 1947 and is based in Noida, India. DIC India Limited is a subsidiary of DIC Asia Pacific Pte Limited.",Basic Materials,Specialty Chemicals,0.210651,2.0,-0.604,0.003,9178980,43.12,4283546368,325.3,470.0,Not Found,2023-07-10,460.70001220703125,11387,441.54430859528065,430.842227179774,10.702081415506655,8.35910797113986,10.6841,1.04,0.18,1.0942323999558425,0.5857433610916987,4.15,185.32,3.0656790390961532,1.9690823352750808,6.9,-84.85,9.682815945890582,9.662237346570091,16.78,183.19,9.784045276689369,9.324566344040853,21.2,1584.47,12.452746024609894,10.481586675270353,18.31,746.62,2.8637429476462444,1.36962219485339,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Dynemic Products Limited,DYNPRO.NS,https://www.dynemic.com,"Dynemic Products Limited, together with its subsidiaries, engages in the manufacture and sale of dyes and dye intermediates in India. It offers synthetic food colors that are primarily applied in coloring food, drug, and cosmetic products; lake colors for use in pharmaceutical, cosmetic and personal care product, spice compound, bakery and dairy product, and snack food applications; and blended colors. The company also provides food drug and cosmetic colors; salt free dyes for the inkjet industry; and dyes intermediates, such as pyarazolone, naphthalene, and benzene-based dyes intermediates that are applied in reactive, metal complex, acid, ramazol, and direct dyes, as well as in food colors. In addition, it offers drug and cosmetic colors for tablet coatings, compressed tablets, syrups, hard and soft gelatin capsules, toiletries, skin-care products, water-based make-ups, lipsticks, nail polishes, pencils, foundations, and lip glosses; and natural food colors. The company also exports its products internationally. Dynemic Products Limited was incorporated in 1990 and is based in Ahmedabad, India.",Basic Materials,Specialty Chemicals,0.332089,Not Found,Not Found,0.009,11694100,-2.99,3210030336,230.0,494.95,Not Found,2023-07-10,289.95001220703125,70259,313.1063823382379,318.4507802466506,-5.344397908412702,-0.9617301689650636,-96.9732,-4.87,154.96,-1.93018767159532,-1.0956669348619097,-6.66,4.02,-5.683998614199993,-4.382601025902036,-11.0,272.21,-10.651325478211675,-6.916302946490067,12.97,151.38,1.6489227890663471,6.5093749957147145,-1.16,344.82,11.35500019741761,15.767553348344206,-28.77,153.61,7.965610129272989,18.18210912761342,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Ester Industries Limited,ESTER.NS,https://www.esterindustries.com,"Ester Industries Limited manufactures and sells polyester films and engineering plastics in India and internationally. The company offers polyester films comprising special chemical coated, metalized high and ultra-high barrier, transparent high barrier, isotropic, heat seal, retort, shrink sleeve, matte, UV stabilized, white opaque, gold, embossable, high clear, high friction, insulation, twist, antistatic, one side matte one side gloss, anti-fog, anti-fog sealable peelable, antimony-free, bio-degradable, chemical resistance, digital printing, direct UV offset printable polyester, EVA coated, flame retardant, low friction silky matte, low emisivity, milky white, oxo-biodegradable, PVDC coated, post-consumer recycled, pre-primed, release/transfer, retort, sealable peelable, silky matte, straight tear polyethylene terephthalate (PET), thermoformable, velvet touch, and window metalized films, as well as printing, converting, and metallizing films. It also provides engineering plastics products, such as poly amides-based compounds; thermoplastics polyamide; thermoplastic polyester polybutylene terephthalate resins-based compounds; polycarbonate based compounds; thermoplastic polyester PET resins and PET based compounds; acrylonitrile butadiene styrene based compounds; polyoxymethelene based compounds; and blends/alloys. In addition, the company offers specialty polymers comprising masterbatches; technical yarns; textile grades for textile application; PET for food and packaging applications; and polyester chips. It serves the food packaging, beverage packaging, home and personal care, industrial packaging, construction, identification and security, automotive, electrical and electronics, appliance, consumer and industrial goods, optical fiber cable, carpet industry, and textile industry markets. The company was incorporated in 1985 and is headquartered in Gurugram, India. Ester Industries Limited is a subsidiary of Wilemina Finance Corporation.",Basic Materials,Specialty Chemicals,0.415875,3.3,Not Found,-0.241,83393800,1.36,9318751232,82.4,190.0,Not Found,2023-07-10,107.0,126152,110.65181479316703,113.33767373635665,-2.685858943189615,-2.041534950403654,78.6765,-0.93,21.57,-0.15695242712182278,-0.16108099819649047,-3.73,104.16,-0.7054452360020917,-0.8352187579834798,-11.64,46.04,-3.48874968113401,-3.441002173214283,7.0,-9.21,-0.9423442889159475,1.7389855563207801,-17.21,196.93,0.5976339033105802,2.0602153859690597,-17.28,263.78,-0.8949438030126231,1.2065462542340049,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Excel Industries Limited,EXCELINDUS.NS,https://www.excelind.co.in,"Excel Industries Limited manufactures and sells chemicals, pharma intermediates, and environmental and biotech products in India and internationally. It provides industrial, specialty, and mining chemicals; pesticides intermediates; agrochemical intermediates, casscel, phosphorous derivatives, biocides, and phosphonates; polymer inputs and specialty monomers; soil enrichers, bio  pesticides, and other bio-products; a range of penultimate pharmaceutical intermediates and APIs; and veterinary APIs. Excel Industries Limited was founded in 1941 and is headquartered in Mumbai, India.",Basic Materials,Specialty Chemicals,0.623134,22.5,-0.952,-0.38,12570700,62.37,11727206400,752.0,1575.0,Not Found,2023-07-10,970.0,6726,964.812463976438,940.4689103865328,24.34355358990524,25.10339084760872,15.5523,-0.13,-37.93,-1.4192988011570833,-0.18995931442586667,-0.79,-4.74,-4.999606240731623,1.5818289529835994,12.92,10.88,32.89317975821746,35.793985486778865,8.83,-58.18,51.048607639898705,62.51828970040192,-16.25,63.65,31.830290753812733,38.47149070334714,-20.11,-77.25,34.435697212456944,44.36711714786853,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Fairchem Organics Limited,FAIRCHEMOR.NS,https://www.fairchem.in,"Fairchem Organics Limited manufactures and sells specialty oleo chemicals and intermediate nutraceuticals in India, East Asia, the Middle East, North America, and South America. It provides nutraceuticals comprising natural and mixed tocopherol and sterol concentrates; and oleo chemicals, such as dimer, monobasic, linoleic, monomer, palmitic, and distilled fatty acid products, as well as residues. The company was incorporated in 2019 and is based in Ahmedabad, India. Fairchem Organics Limited operates as a subsidiary of FIH Mauritius Investments Ltd.",Basic Materials,Specialty Chemicals,-0.439673,7.5,0.056,-0.145,13020900,33.38,16555539456,904.9,2449.9,Not Found,2023-07-10,1239.949951171875,12571,1257.9825466757707,1257.425731162422,0.556815513348738,5.640589785931115,37.1465,-2.32,-13.08,-1.8805913287371823,-1.2709435681455945,1.39,39.62,-1.5090021952134975,-9.625663725378434,-5.61,-8.45,-40.93820413892354,-26.379213617237102,19.41,-32.71,2.2758292143616927,21.381198176881327,0.21,40.32,66.15107041567671,78.09227762399941,-19.68,160.38,-36.581833281462195,-20.426179733808034,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Fineotex Chemical Limited,FCL.NS,https://www.fineotex.com,"Fineotex Chemical Limited manufactures and sells textile chemicals, and auxiliary and specialty chemicals in India and internationally. The company provides specialty textile chemicals for pretreatment, dyeing, printing, and finishing processes; water treatment chemicals, paper adhesives, and defoamers; various chemicals, such as benzalkonium chloride (BKC), barite, hematite, magnesium chloride, and calcium chloride; water-based drilling fluid chemicals, including clay/shale inhibitors, lubricants, specialty chemicals, spotting fluids, and loss circulation additives, as well as oil-based drilling fluid chemicals. It also offers cleaning, and hygiene products comprising liquid detergents, surface and hand disinfectants, sanitizing tablets, hand sanitizers and wash liquids, multi surface disinfectant liquids, and air fresheners; and white phenyl and detergent cakes. The company's products are used in textile, home care, hygiene, mining, garment, water treatment, leather, construction, paint, agrochemicals, and adhesives sectors. Fineotex Chemical Limited was founded in 1979 and is headquartered in Mumbai, India.",Basic Materials,Specialty Chemicals,0.941994,0.4,0.564,0.134,110748000,7.97,30715426816,193.0,409.0,Not Found,2023-07-10,282.70001220703125,247510,295.81858663694163,295.89654710450253,-0.07796046756089936,2.9683647149551837,35.4705,-2.9,35.97,-1.329472559095052,-0.7615812956290209,-5.56,-3.93,-3.4636892479937273,-3.1713529325813377,-10.55,-58.78,-15.853890781380699,-12.288789695046637,14.76,-30.83,-0.9578262099456936,5.246684725592717,13.97,-34.13,15.500152403308334,20.22278191983306,46.93,-30.91,-4.349452472483705,0.4853485616462363,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Fine Organic Industries Limited,FINEORG.NS,https://www.fineorganics.com,"Fine Organic Industries Limited engages in manufacture, processing, supply, distribution, and import of oleochemical-based additives in India and internationally. It offers food additives, such as emulsifiers, antifungal additives, and other specialty additive blends; plastic additives, including dispersing agents, processing aids, anti-stats, flow improvers, lubricants, slip additives, and antifogging additives for polymers, polymer compounds and masterbatches, foamed products, PVC products, and engineering plastics; cosmetic and pharmaceutical additives; coating additives; and additives for other specialty application in various industries. The company was founded in 1970 and is headquartered in Mumbai, India.",Basic Materials,Specialty Chemicals,-0.065128,9.0,0.226,-0.033,30660000,201.64,143356968960,4040.0,7328.75,Not Found,2023-07-10,4755.75,18271,4835.740028746037,4801.031299557885,34.708729188151665,61.84609928887772,23.5854,-1.1,-20.74,-10.921137625556185,-6.784342525181508,-2.9,-34.73,-37.29011452679606,-26.440692909823845,-5.53,-57.87,-103.12245275422447,-11.694700179544363,9.22,-15.17,126.62882261391042,190.91473077296845,-16.7,-23.11,133.4039033585068,177.63200909103247,-10.59,-82.42,-71.6030664169275,-11.22519083703714,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
Gujarat Fluorochemicals Limited,FLUOROCHEM.NS,https://www.gfl.co.in,"Gujarat Fluorochemicals Limited engages in the manufacture and trading of refrigerant gases, caustic soda, chloromethane, polytetrafluoroethylene (PTFE), fluoropolymers, fluoromonomers, specialty fluorointermediates, specialty chemicals, and allied activities in India, Europe, the United States, and internationally. The company provides carbon tetrachloride, chlorine, methylene di chloride, hydrochloric acid, sodium hydrogen sulphate, hydrogen gas, fluorspar, chloroform, and anhydrous hydrogen chloride. It offers its products under the Inoflon, Fluonox, Inoflar, Inolub, and Refron brands. The company was formerly known as Inox Fluorochemicals Limited and changed its name to Gujarat Fluorochemicals Limited in July 2019. The company was incorporated in 1987 and is headquartered in Noida, India. Gujarat Fluorochemicals Limited is a subsidiary of Inox Leasing and Finance Limited.",Basic Materials,Specialty Chemicals,0.565054,4.0,0.519,0.375,109850000,120.39,296162787328,2534.05,4173.95,Not Found,2023-07-10,2787.35009765625,261863,2969.5630430247734,3063.8272296645036,-94.26418663973027,-72.986260691806,23.1527,-2.99,54.1,-11.011455869980182,-5.319481486981076,-6.89,27.11,-22.702159541393485,-19.49300526930933,-11.45,149.07,-70.25431853857845,-72.2603402162788,-9.99,117.56,-101.23728856333037,-79.69626952377546,-3.5,222.23,8.36965600493977,33.04782856509043,-10.27,-27.93,-168.48790474067846,-106.0275009310152,18.72692,24.3908,30.615899999999996,2023-07-12 19:18:48.342118
